locusId	sysName	desc	comb	set1IT002	set1IT003	set1IT004
EKN05_010115	EKN05_010115	SirB family protein	EKN05_010115 SirB family protein	84	49	23
EKN05_010150	EKN05_010150	C4-dicarboxylic acid transporter DauA	EKN05_010150 C4-dicarboxylic acid transporter DauA	650	285	187
EKN05_010170	EKN05_010170	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_010170 autotransporter outer membrane beta-barrel domain-containing protein	4124	3526	2797
EKN05_010175	EKN05_010175	PTS-dependent dihydroxyacetone kinase operon transcriptional regulator DhaR	EKN05_010175 PTS-dependent dihydroxyacetone kinase operon transcriptional regulator DhaR	8178	7197	3034
EKN05_010180	EKN05_010180	dihydroxyacetone kinase subunit DhaK	EKN05_010180 dihydroxyacetone kinase subunit DhaK	198	195	181
EKN05_010190	EKN05_010190	dihydroxyacetone kinase subunit DhaM	EKN05_010190 dihydroxyacetone kinase subunit DhaM	25	92	139
EKN05_010195	EKN05_010195	alpha,alpha-trehalase	EKN05_010195 alpha,alpha-trehalase	4164	2141	2304
EKN05_010200	EKN05_010200	hypothetical protein	EKN05_010200 hypothetical protein	3112	2767	2018
EKN05_010210	EKN05_010210	iron ABC transporter permease	EKN05_010210 iron ABC transporter permease	2467	2714	2117
EKN05_010215	EKN05_010215	ABC transporter ATP-binding protein	EKN05_010215 ABC transporter ATP-binding protein	2932	2430	1249
EKN05_010220	EKN05_010220	methyltransferase domain-containing protein	EKN05_010220 methyltransferase domain-containing protein	100	238	139
EKN05_010235	EKN05_010235	TonB-dependent receptor	EKN05_010235 TonB-dependent receptor	1574	2082	1007
EKN05_010265	EKN05_010265	invasion protein	EKN05_010265 invasion protein	598	308	573
EKN05_010280	EKN05_010280	D-amino acid dehydrogenase	EKN05_010280 D-amino acid dehydrogenase	569	543	24
EKN05_011610	EKN05_011610	fimbrial chaperone	EKN05_011610 fimbrial chaperone	10110	8296	4268
EKN05_011615	EKN05_011615	type 1 fimbrial protein	EKN05_011615 type 1 fimbrial protein	124	346	265
EKN05_011620	EKN05_011620	fimbrial protein	EKN05_011620 fimbrial protein	1805	1265	1178
EKN05_011625	EKN05_011625	fimbrial protein	EKN05_011625 fimbrial protein	1418	1312	623
EKN05_011630	EKN05_011630	fimbrial biogenesis outer membrane usher protein	EKN05_011630 fimbrial biogenesis outer membrane usher protein	1460	2016	2000
EKN05_011635	EKN05_011635	molecular chaperone	EKN05_011635 molecular chaperone	2463	2432	1110
EKN05_011640	EKN05_011640	fimbrial protein	EKN05_011640 fimbrial protein	382	209	93
EKN05_011660	EKN05_011660	NADPH-dependent FMN reductase	EKN05_011660 NADPH-dependent FMN reductase	3248	2250	1571
EKN05_011665	EKN05_011665	sulfonate ABC transporter substrate-binding protein	EKN05_011665 sulfonate ABC transporter substrate-binding protein	339	580	205
EKN05_011670	EKN05_011670	FMNH2-dependent alkanesulfonate monooxygenase	EKN05_011670 FMNH2-dependent alkanesulfonate monooxygenase	2053	1434	1117
EKN05_011685	EKN05_011685	aliphatic sulfonate ABC transporter permease SsuC	EKN05_011685 aliphatic sulfonate ABC transporter permease SsuC	533	203	98
EKN05_011695	EKN05_011695	aminopeptidase N	EKN05_011695 aminopeptidase N	1945	1814	971
EKN05_011715	EKN05_011715	aspartate/tyrosine/aromatic aminotransferase	EKN05_011715 aspartate/tyrosine/aromatic aminotransferase	103	86	74
EKN05_011725	EKN05_011725	DUF882 domain-containing protein	EKN05_011725 DUF882 domain-containing protein	1432	1896	1126
EKN05_011765	EKN05_011765	hypothetical protein	EKN05_011765 hypothetical protein	433	272	80
EKN05_011780	EKN05_011780	winged helix-turn-helix domain-containing protein	EKN05_011780 winged helix-turn-helix domain-containing protein	778	1168	884
EKN05_011795	EKN05_011795	ComEC family protein	EKN05_011795 ComEC family protein	1629	1482	1039
EKN05_011815	EKN05_011815	metalloprotease	EKN05_011815 metalloprotease	2585	1824	930
EKN05_011825	EKN05_011825	3-phosphoshikimate 1-carboxyvinyltransferase	EKN05_011825 3-phosphoshikimate 1-carboxyvinyltransferase	3	44	62
EKN05_011835	EKN05_011835	DUF421 domain-containing protein	EKN05_011835 DUF421 domain-containing protein	604	278	236
EKN05_011840	EKN05_011840	30S ribosomal protein S12 methylthiotransferase accessory protein YcaO	EKN05_011840 30S ribosomal protein S12 methylthiotransferase accessory protein YcaO	52	280	120
EKN05_011845	EKN05_011845	formate transporter FocA	EKN05_011845 formate transporter FocA	321	247	1
EKN05_011850	EKN05_011850	formate C-acetyltransferase	EKN05_011850 formate C-acetyltransferase	182	117	102
EKN05_011870	EKN05_011870	hypothetical protein	EKN05_011870 hypothetical protein	237	77	189
EKN05_011875	EKN05_011875	LysR family transcriptional regulator	EKN05_011875 LysR family transcriptional regulator	68	229	225
EKN05_011885	EKN05_011885	LysR family transcriptional regulator	EKN05_011885 LysR family transcriptional regulator	1307	1031	88
EKN05_011920	EKN05_011920	amino acid permease	EKN05_011920 amino acid permease	3	121	0
EKN05_011925	EKN05_011925	MFS transporter	EKN05_011925 MFS transporter	822	826	578
EKN05_011930	EKN05_011930	hydrolase	EKN05_011930 hydrolase	115	286	23
EKN05_011935	EKN05_011935	dimethyl sulfoxide reductase anchor subunit	EKN05_011935 dimethyl sulfoxide reductase anchor subunit	256	250	18
EKN05_011940	EKN05_011940	dimethylsulfoxide reductase subunit B	EKN05_011940 dimethylsulfoxide reductase subunit B	3250	2534	901
EKN05_011945	EKN05_011945	dimethylsulfoxide reductase subunit A	EKN05_011945 dimethylsulfoxide reductase subunit A	377	441	336
EKN05_011955	EKN05_011955	replication-associated recombination protein A	EKN05_011955 replication-associated recombination protein A	123	272	233
EKN05_011970	EKN05_011970	leucine-responsive transcriptional regulator Lrp	EKN05_011970 leucine-responsive transcriptional regulator Lrp	262	117	24
EKN05_011990	EKN05_011990	leucyl/phenylalanyl-tRNA--protein transferase	EKN05_011990 leucyl/phenylalanyl-tRNA--protein transferase	16	111	0
EKN05_012010	EKN05_012010	ATP-dependent Clp protease ATP-binding subunit ClpA	EKN05_012010 ATP-dependent Clp protease ATP-binding subunit ClpA	420	440	378
EKN05_012015	EKN05_012015	ATP-dependent Clp protease adapter ClpS	EKN05_012015 ATP-dependent Clp protease adapter ClpS	38	113	28
EKN05_012020	EKN05_012020	cold shock-like protein CspD	EKN05_012020 cold shock-like protein CspD	239	365	309
EKN05_012025	EKN05_012025	macrolide ABC transporter ATP-binding protein/permease MacB	EKN05_012025 macrolide ABC transporter ATP-binding protein/permease MacB	455	547	480
EKN05_012035	EKN05_012035	DUF535 domain-containing protein	EKN05_012035 DUF535 domain-containing protein	748	389	597
EKN05_012040	EKN05_012040	ATP-dependent endonuclease	EKN05_012040 ATP-dependent endonuclease	585	572	876
EKN05_012050	EKN05_012050	aquaporin Z	EKN05_012050 aquaporin Z	353	167	359
EKN05_012055	EKN05_012055	aquaporin	EKN05_012055 aquaporin	117	90	312
EKN05_012060	EKN05_012060	L-lysine exporter LysO	EKN05_012060 L-lysine exporter LysO	1368	1040	316
EKN05_012065	EKN05_012065	hydroxylamine reductase	EKN05_012065 hydroxylamine reductase	4121	5718	2853
EKN05_012070	EKN05_012070	NADH oxidoreductase	EKN05_012070 NADH oxidoreductase	1597	1195	929
EKN05_012075	EKN05_012075	ubiquinone-dependent pyruvate dehydrogenase	EKN05_012075 ubiquinone-dependent pyruvate dehydrogenase	3290	2586	1103
EKN05_012080	EKN05_012080	low-specificity L-threonine aldolase	EKN05_012080 low-specificity L-threonine aldolase	6267	5589	3409
EKN05_012085	EKN05_012085	SDR family oxidoreductase	EKN05_012085 SDR family oxidoreductase	392	473	329
EKN05_012090	EKN05_012090	NAD(P)-dependent oxidoreductase	EKN05_012090 NAD(P)-dependent oxidoreductase	649	467	407
EKN05_012095	EKN05_012095	N-acetylmuramoyl-L-alanine amidase	EKN05_012095 N-acetylmuramoyl-L-alanine amidase	432	318	253
EKN05_012130	EKN05_012130	lipoprotein	EKN05_012130 lipoprotein	987	637	496
EKN05_012135	EKN05_012135	arginine ABC transporter ATP-binding protein ArtP	EKN05_012135 arginine ABC transporter ATP-binding protein ArtP	1886	1575	2347
EKN05_012140	EKN05_012140	arginine ABC transporter substrate-binding protein	EKN05_012140 arginine ABC transporter substrate-binding protein	23260	22372	10820
EKN05_012155	EKN05_012155	arginine ABC transporter substrate-binding protein	EKN05_012155 arginine ABC transporter substrate-binding protein	3301	3531	1437
EKN05_012160	EKN05_012160	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	EKN05_012160 23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	1077	697	229
EKN05_012165	EKN05_012165	DUF2593 family protein	EKN05_012165 DUF2593 family protein	14	141	107
EKN05_012170	EKN05_012170	putrescine ABC transporter permease PotI	EKN05_012170 putrescine ABC transporter permease PotI	70	104	0
EKN05_012175	EKN05_012175	putrescine ABC transporter permease PotH	EKN05_012175 putrescine ABC transporter permease PotH	649	631	300
EKN05_012180	EKN05_012180	putrescine ABC transporter ATP-binding subunit PotG	EKN05_012180 putrescine ABC transporter ATP-binding subunit PotG	231	270	129
EKN05_012185	EKN05_012185	spermidine/putrescine ABC transporter substrate-binding protein PotF	EKN05_012185 spermidine/putrescine ABC transporter substrate-binding protein PotF	5	275	130
EKN05_012190	EKN05_012190	YbjN domain-containing protein	EKN05_012190 YbjN domain-containing protein	133	88	77
EKN05_012195	EKN05_012195	30S ribosomal protein S6--L-glutamate ligase	EKN05_012195 30S ribosomal protein S6--L-glutamate ligase	85	86	1
EKN05_012200	EKN05_012200	nitroreductase NfsA	EKN05_012200 nitroreductase NfsA	433	742	87
EKN05_012205	EKN05_012205	DUF1418 family protein	EKN05_012205 DUF1418 family protein	103	47	0
EKN05_012210	EKN05_012210	GrxA family glutaredoxin	EKN05_012210 GrxA family glutaredoxin	6089	4525	2113
EKN05_012220	EKN05_012220	transporter	EKN05_012220 transporter	4927	4566	1541
EKN05_012230	EKN05_012230	MFS transporter	EKN05_012230 MFS transporter	1016	829	274
EKN05_012235	EKN05_012235	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EKN05_012235 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	163	4	52
EKN05_012245	EKN05_012245	multidrug efflux MFS transporter MdfA	EKN05_012245 multidrug efflux MFS transporter MdfA	7693	5128	3442
EKN05_012250	EKN05_012250	undecaprenyl-diphosphate phosphatase	EKN05_012250 undecaprenyl-diphosphate phosphatase	654	539	611
EKN05_012255	EKN05_012255	DNA-binding transcriptional repressor DeoR	EKN05_012255 DNA-binding transcriptional repressor DeoR	30	0	76
EKN05_012260	EKN05_012260	hypothetical protein	EKN05_012260 hypothetical protein	71	309	82
EKN05_012270	EKN05_012270	serine-type D-Ala-D-Ala carboxypeptidase	EKN05_012270 serine-type D-Ala-D-Ala carboxypeptidase	98	51	435
EKN05_012275	EKN05_012275	glutathione S-transferase family protein	EKN05_012275 glutathione S-transferase family protein	2205	1768	842
EKN05_012285	EKN05_012285	PQQ-dependent sugar dehydrogenase	EKN05_012285 PQQ-dependent sugar dehydrogenase	533	524	509
EKN05_012295	EKN05_012295	30S ribosomal protein S12 methylthiotransferase RimO	EKN05_012295 30S ribosomal protein S12 methylthiotransferase RimO	104	156	347
EKN05_012300	EKN05_012300	GGDEF domain-containing protein	EKN05_012300 GGDEF domain-containing protein	525	231	63
EKN05_012315	EKN05_012315	glutathione ABC transporter permease GsiD	EKN05_012315 glutathione ABC transporter permease GsiD	151	96	22
EKN05_012320	EKN05_012320	glutathione ABC transporter permease GsiC	EKN05_012320 glutathione ABC transporter permease GsiC	238	57	503
EKN05_012325	EKN05_012325	glutathione ABC transporter substrate-binding protein GsiB	EKN05_012325 glutathione ABC transporter substrate-binding protein GsiB	9611	8580	4079
EKN05_012330	EKN05_012330	glutathione ABC transporter ATP-binding protein GsiA	EKN05_012330 glutathione ABC transporter ATP-binding protein GsiA	239	16	58
EKN05_012340	EKN05_012340	molybdopterin molybdotransferase MoeA	EKN05_012340 molybdopterin molybdotransferase MoeA	2	256	0
EKN05_012345	EKN05_012345	molybdopterin-synthase adenylyltransferase MoeB	EKN05_012345 molybdopterin-synthase adenylyltransferase MoeB	191	178	96
EKN05_012350	EKN05_012350	fructose-6-phosphate aldolase	EKN05_012350 fructose-6-phosphate aldolase	143	543	202
EKN05_012355	EKN05_012355	glycyl-radical enzyme activating protein	EKN05_012355 glycyl-radical enzyme activating protein	220	153	63
EKN05_012360	EKN05_012360	glycyl radical protein	EKN05_012360 glycyl radical protein	5461	4841	3084
EKN05_012365	EKN05_012365	Cof-type HAD-IIB family hydrolase	EKN05_012365 Cof-type HAD-IIB family hydrolase	5373	4388	2696
EKN05_012370	EKN05_012370	DUF1479 domain-containing protein	EKN05_012370 DUF1479 domain-containing protein	25	0	0
EKN05_012375	EKN05_012375	ABC-F family ATPase	EKN05_012375 ABC-F family ATPase	1220	599	350
EKN05_012380	EKN05_012380	L,D-transpeptidase	EKN05_012380 L,D-transpeptidase	959	453	339
EKN05_012390	EKN05_012390	manganese-binding transcriptional regulator MntR	EKN05_012390 manganese-binding transcriptional regulator MntR	3203	1649	549
EKN05_012395	EKN05_012395	manganase accumulation protein MntS	EKN05_012395 manganase accumulation protein MntS	218	13	0
EKN05_012400	EKN05_012400	phosphoethanolamine transferase	EKN05_012400 phosphoethanolamine transferase	1678	947	584
EKN05_012415	EKN05_012415	threonine/homoserine exporter RhtA	EKN05_012415 threonine/homoserine exporter RhtA	6466	5415	2849
EKN05_012425	EKN05_012425	glutamine ABC transporter substrate-binding protein GlnH	EKN05_012425 glutamine ABC transporter substrate-binding protein GlnH	68	0	1
EKN05_012430	EKN05_012430	glutamine ABC transporter permease	EKN05_012430 glutamine ABC transporter permease	223	144	1
EKN05_012440	EKN05_012440	mechanosensitive channel protein	EKN05_012440 mechanosensitive channel protein	1280	597	984
EKN05_012445	EKN05_012445	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	EKN05_012445 23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	887	660	445
EKN05_012450	EKN05_012450	DUF1471 domain-containing protein	EKN05_012450 DUF1471 domain-containing protein	140	150	64
EKN05_012465	EKN05_012465	catecholate siderophore receptor Fiu	EKN05_012465 catecholate siderophore receptor Fiu	3353	1213	983
EKN05_012470	EKN05_012470	PKHD-type hydroxylase YbiX	EKN05_012470 PKHD-type hydroxylase YbiX	0	36	103
EKN05_012485	EKN05_012485	malate/lactate/ureidoglycolate dehydrogenase	EKN05_012485 malate/lactate/ureidoglycolate dehydrogenase	193	247	263
EKN05_012490	EKN05_012490	DNA-binding protein YbiB	EKN05_012490 DNA-binding protein YbiB	1173	758	510
EKN05_012500	EKN05_012500	N-glycosidase YbiA	EKN05_012500 N-glycosidase YbiA	628	425	1167
EKN05_012505	EKN05_012505	ATP-dependent RNA helicase RhlE	EKN05_012505 ATP-dependent RNA helicase RhlE	1969	1651	719
EKN05_012510	EKN05_012510	DNA-binding transcriptional regulator CecR	EKN05_012510 DNA-binding transcriptional regulator CecR	216	188	23
EKN05_012515	EKN05_012515	secretion protein HlyD	EKN05_012515 secretion protein HlyD	2164	1708	1535
EKN05_012520	EKN05_012520	ABC transporter ATP-binding protein	EKN05_012520 ABC transporter ATP-binding protein	191	429	339
EKN05_012525	EKN05_012525	ABC transporter permease	EKN05_012525 ABC transporter permease	392	240	161
EKN05_012530	EKN05_012530	ABC transporter permease	EKN05_012530 ABC transporter permease	220	1	121
EKN05_012535	EKN05_012535	hypothetical protein	EKN05_012535 hypothetical protein	2265	1884	1618
EKN05_012540	EKN05_012540	endonuclease/exonuclease/phosphatase family protein	EKN05_012540 endonuclease/exonuclease/phosphatase family protein	187	150	2
EKN05_012545	EKN05_012545	cardiolipin synthase ClsB	EKN05_012545 cardiolipin synthase ClsB	407	368	390
EKN05_012550	EKN05_012550	UPF0104 family protein	EKN05_012550 UPF0104 family protein	8096	5269	3813
EKN05_012555	EKN05_012555	Bax inhibitor-1/YccA family protein	EKN05_012555 Bax inhibitor-1/YccA family protein	2	99	0
EKN05_012560	EKN05_012560	Bax inhibitor-1/YccA family protein	EKN05_012560 Bax inhibitor-1/YccA family protein	479	193	56
EKN05_012575	EKN05_012575	cyclic pyranopterin monophosphate synthase MoaC	EKN05_012575 cyclic pyranopterin monophosphate synthase MoaC	268	163	163
EKN05_012580	EKN05_012580	molybdenum cofactor biosynthesis protein B	EKN05_012580 molybdenum cofactor biosynthesis protein B	563	337	403
EKN05_012585	EKN05_012585	GTP 3',8-cyclase MoaA	EKN05_012585 GTP 3',8-cyclase MoaA	42	47	0
EKN05_012590	EKN05_012590	uridine diphosphate-N-acetylglucosamine-binding protein YvcK	EKN05_012590 uridine diphosphate-N-acetylglucosamine-binding protein YvcK	499	227	374
EKN05_012595	EKN05_012595	excinuclease ABC subunit B	EKN05_012595 excinuclease ABC subunit B	286	371	226
EKN05_012600	EKN05_012600	ATP-dependent dethiobiotin synthetase BioD	EKN05_012600 ATP-dependent dethiobiotin synthetase BioD	442	526	269
EKN05_012605	EKN05_012605	malonyl-ACP O-methyltransferase BioC	EKN05_012605 malonyl-ACP O-methyltransferase BioC	181	131	67
EKN05_012610	EKN05_012610	8-amino-7-oxononanoate synthase	EKN05_012610 8-amino-7-oxononanoate synthase	489	111	6
EKN05_012615	EKN05_012615	biotin synthase	EKN05_012615 biotin synthase	3625	4904	8519
EKN05_012620	EKN05_012620	adenosylmethionine--8-amino-7-oxononanoate transaminase	EKN05_012620 adenosylmethionine--8-amino-7-oxononanoate transaminase	1244	603	437
EKN05_012625	EKN05_012625	kinase inhibitor	EKN05_012625 kinase inhibitor	712	520	85
EKN05_012630	EKN05_012630	putative acyl-CoA thioester hydrolase	EKN05_012630 putative acyl-CoA thioester hydrolase	949	605	569
EKN05_012635	EKN05_012635	hydratase	EKN05_012635 hydratase	1806	1335	545
EKN05_012640	EKN05_012640	anion permease	EKN05_012640 anion permease	1132	1163	839
EKN05_012675	EKN05_012675	DUF4376 domain-containing protein	EKN05_012675 DUF4376 domain-containing protein	734	662	255
EKN05_012730	EKN05_012730	hypothetical protein	EKN05_012730 hypothetical protein	123	266	4
EKN05_012735	EKN05_012735	hypothetical protein	EKN05_012735 hypothetical protein	179	263	102
EKN05_012740	EKN05_012740	hypothetical protein	EKN05_012740 hypothetical protein	3746	3166	777
EKN05_012755	EKN05_012755	epoxyqueuosine reductase QueH	EKN05_012755 epoxyqueuosine reductase QueH	11439	10192	6182
EKN05_012765	EKN05_012765	hypothetical protein	EKN05_012765 hypothetical protein	416	428	56
EKN05_012770	EKN05_012770	DUF1367 family protein	EKN05_012770 DUF1367 family protein	138	467	46
EKN05_012780	EKN05_012780	DUF1133 family protein	EKN05_012780 DUF1133 family protein	3936	2542	1238
EKN05_012825	EKN05_012825	lysozyme	EKN05_012825 lysozyme	2407	2559	1781
EKN05_012850	EKN05_012850	lysis protein	EKN05_012850 lysis protein	178	140	134
EKN05_012865	EKN05_012865	DedA family protein	EKN05_012865 DedA family protein	316	336	115
EKN05_012870	EKN05_012870	hypothetical protein	EKN05_012870 hypothetical protein	602	666	429
EKN05_012875	EKN05_012875	PBSX family phage terminase large subunit	EKN05_012875 PBSX family phage terminase large subunit	662	954	949
EKN05_012885	EKN05_012885	PBSX family phage terminase large subunit	EKN05_012885 PBSX family phage terminase large subunit	380	632	132
EKN05_012890	EKN05_012890	DUF1073 domain-containing protein	EKN05_012890 DUF1073 domain-containing protein	1181	1409	921
EKN05_012895	EKN05_012895	phage head morphogenesis protein	EKN05_012895 phage head morphogenesis protein	2430	1563	971
EKN05_012900	EKN05_012900	DUF2213 domain-containing protein	EKN05_012900 DUF2213 domain-containing protein	3	21	349
EKN05_012905	EKN05_012905	hypothetical protein	EKN05_012905 hypothetical protein	298	187	390
EKN05_012910	EKN05_012910	DUF2184 domain-containing protein	EKN05_012910 DUF2184 domain-containing protein	6299	5693	2174
EKN05_012915	EKN05_012915	hypothetical protein	EKN05_012915 hypothetical protein	174	175	143
EKN05_012925	EKN05_012925	transposase	EKN05_012925 transposase	5613	5116	2591
EKN05_012930	EKN05_012930	transcriptional regulator	EKN05_012930 transcriptional regulator	474	606	743
EKN05_012935	EKN05_012935	DNA-binding protein	EKN05_012935 DNA-binding protein	57	93	283
EKN05_012940	EKN05_012940	response regulator	EKN05_012940 response regulator	1455	400	914
EKN05_012945	EKN05_012945	anaerobic C4-dicarboxylate transporter DcuC	EKN05_012945 anaerobic C4-dicarboxylate transporter DcuC	413	362	560
EKN05_012950	EKN05_012950	phospholipid:lipid A palmitoyltransferase	EKN05_012950 phospholipid:lipid A palmitoyltransferase	1397	671	915
EKN05_014295	EKN05_014295	inosine/guanosine kinase	EKN05_014295 inosine/guanosine kinase	1057	882	1332
EKN05_014300	EKN05_014300	acetyl esterase	EKN05_014300 acetyl esterase	671	426	423
EKN05_014315	EKN05_014315	molecular chaperone HtpG	EKN05_014315 molecular chaperone HtpG	2512	2341	1325
EKN05_014320	EKN05_014320	recombination protein RecR	EKN05_014320 recombination protein RecR	994	1184	632
EKN05_014340	EKN05_014340	DUF454 family protein	EKN05_014340 DUF454 family protein	90	411	24
EKN05_014345	EKN05_014345	primosomal replication protein N''	EKN05_014345 primosomal replication protein N''	140	28	89
EKN05_014355	EKN05_014355	mechanosensitive channel MscK	EKN05_014355 mechanosensitive channel MscK	5038	4309	2073
EKN05_014360	EKN05_014360	multidrug efflux transporter transcriptional repressor AcrR	EKN05_014360 multidrug efflux transporter transcriptional repressor AcrR	221	293	97
EKN05_014365	EKN05_014365	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	EKN05_014365 multidrug efflux RND transporter periplasmic adaptor subunit AcrA	68	78	155
EKN05_014370	EKN05_014370	multidrug efflux RND transporter permease subunit	EKN05_014370 multidrug efflux RND transporter permease subunit	1439	1063	804
EKN05_014375	EKN05_014375	Hha toxicity modulator TomB	EKN05_014375 Hha toxicity modulator TomB	369	624	118
EKN05_014385	EKN05_014385	maltose O-acetyltransferase	EKN05_014385 maltose O-acetyltransferase	853	993	546
EKN05_014390	EKN05_014390	hypothetical protein	EKN05_014390 hypothetical protein	507	421	106
EKN05_014395	EKN05_014395	cyclic-guanylate-specific phosphodiesterase PdeB	EKN05_014395 cyclic-guanylate-specific phosphodiesterase PdeB	3907	2887	1593
EKN05_014410	EKN05_014410	DNA base-flipping protein	EKN05_014410 DNA base-flipping protein	269	158	73
EKN05_014420	EKN05_014420	hypothetical protein	EKN05_014420 hypothetical protein	0	129	3
EKN05_014425	EKN05_014425	acyl-CoA thioesterase II	EKN05_014425 acyl-CoA thioesterase II	385	150	468
EKN05_014430	EKN05_014430	ammonium transporter AmtB	EKN05_014430 ammonium transporter AmtB	191	66	79
EKN05_014440	EKN05_014440	SmdB family multidrug efflux ABC transporter permease/ATP-binding protein	EKN05_014440 SmdB family multidrug efflux ABC transporter permease/ATP-binding protein	676	797	623
EKN05_014445	EKN05_014445	SmdA family multidrug ABC transporter permease/ATP-binding protein	EKN05_014445 SmdA family multidrug ABC transporter permease/ATP-binding protein	5506	4531	2342
EKN05_014450	EKN05_014450	Lrp/AsnC family transcriptional regulator	EKN05_014450 Lrp/AsnC family transcriptional regulator	241	166	91
EKN05_014455	EKN05_014455	HMP-PP phosphatase	EKN05_014455 HMP-PP phosphatase	138	246	646
EKN05_014460	EKN05_014460	SgrR family transcriptional regulator	EKN05_014460 SgrR family transcriptional regulator	1514	1535	719
EKN05_014465	EKN05_014465	7-cyano-7-deazaguanine synthase QueC	EKN05_014465 7-cyano-7-deazaguanine synthase QueC	1884	1312	778
EKN05_014475	EKN05_014475	hypothetical protein	EKN05_014475 hypothetical protein	261	252	130
EKN05_014480	EKN05_014480	peptidylprolyl isomerase	EKN05_014480 peptidylprolyl isomerase	373	386	397
EKN05_014485	EKN05_014485	DNA-binding protein HU-beta	EKN05_014485 DNA-binding protein HU-beta	846	713	515
EKN05_014490	EKN05_014490	endopeptidase La	EKN05_014490 endopeptidase La	7518	5242	3315
EKN05_014495	EKN05_014495	ATP-dependent Clp protease ATP-binding subunit ClpX	EKN05_014495 ATP-dependent Clp protease ATP-binding subunit ClpX	0	0	0
EKN05_014505	EKN05_014505	trigger factor	EKN05_014505 trigger factor	3463	2149	1369
EKN05_014510	EKN05_014510	transcriptional regulator BolA	EKN05_014510 transcriptional regulator BolA	101	104	59
EKN05_014515	EKN05_014515	hypothetical protein	EKN05_014515 hypothetical protein	4403	3667	2380
EKN05_014520	EKN05_014520	muropeptide MFS transporter AmpG	EKN05_014520 muropeptide MFS transporter AmpG	10	140	28
EKN05_014545	EKN05_014545	cytochrome o ubiquinol oxidase subunit II	EKN05_014545 cytochrome o ubiquinol oxidase subunit II	365	277	95
EKN05_014550	EKN05_014550	cytochrome o ubiquinol oxidase subunit I	EKN05_014550 cytochrome o ubiquinol oxidase subunit I	9126	6583	3088
EKN05_014555	EKN05_014555	cytochrome o ubiquinol oxidase subunit III	EKN05_014555 cytochrome o ubiquinol oxidase subunit III	352	47	116
EKN05_014565	EKN05_014565	protoheme IX farnesyltransferase	EKN05_014565 protoheme IX farnesyltransferase	2158	2029	773
EKN05_014580	EKN05_014580	GNAT family N-acetyltransferase	EKN05_014580 GNAT family N-acetyltransferase	108	117	19
EKN05_014585	EKN05_014585	sel1 repeat family protein	EKN05_014585 sel1 repeat family protein	237	332	225
EKN05_014595	EKN05_014595	sel1 repeat family protein	EKN05_014595 sel1 repeat family protein	102	28	0
EKN05_014600	EKN05_014600	MFS transporter	EKN05_014600 MFS transporter	488	725	607
EKN05_014605	EKN05_014605	hypothetical protein	EKN05_014605 hypothetical protein	251	142	270
EKN05_014610	EKN05_014610	hypothetical protein	EKN05_014610 hypothetical protein	146	427	673
EKN05_014620	EKN05_014620	2-dehydropantoate 2-reductase	EKN05_014620 2-dehydropantoate 2-reductase	1841	1445	1399
EKN05_014630	EKN05_014630	tRNA 4-thiouridine(8) synthase ThiI	EKN05_014630 tRNA 4-thiouridine(8) synthase ThiI	1080	1413	1254
EKN05_014865	EKN05_014865	peptide antibiotic transporter SbmA	EKN05_014865 peptide antibiotic transporter SbmA	1431	1157	1771
EKN05_014870	EKN05_014870	D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH	EKN05_014870 D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH	1368	1443	1774
EKN05_014875	EKN05_014875	transcriptional regulator	EKN05_014875 transcriptional regulator	130	111	117
EKN05_014880	EKN05_014880	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_014880 autotransporter outer membrane beta-barrel domain-containing protein	562	572	406
EKN05_014895	EKN05_014895	hypothetical protein	EKN05_014895 hypothetical protein	1652	1016	1242
EKN05_014905	EKN05_014905	taurine dioxygenase	EKN05_014905 taurine dioxygenase	55	134	10
EKN05_014910	EKN05_014910	taurine ABC transporter permease TauC	EKN05_014910 taurine ABC transporter permease TauC	1291	1222	312
EKN05_014915	EKN05_014915	taurine ABC transporter ATP-binding subunit	EKN05_014915 taurine ABC transporter ATP-binding subunit	360	594	360
EKN05_014920	EKN05_014920	taurine ABC transporter substrate-binding protein	EKN05_014920 taurine ABC transporter substrate-binding protein	207	204	558
EKN05_014935	EKN05_014935	transposase	EKN05_014935 transposase	14271	13912	5001
EKN05_014945	EKN05_014945	choline BCCT transporter BetT	EKN05_014945 choline BCCT transporter BetT	1034	1003	156
EKN05_014950	EKN05_014950	transcriptional regulator BetI	EKN05_014950 transcriptional regulator BetI	758	409	596
EKN05_014955	EKN05_014955	betaine-aldehyde dehydrogenase	EKN05_014955 betaine-aldehyde dehydrogenase	2834	2340	1261
EKN05_014960	EKN05_014960	choline dehydrogenase	EKN05_014960 choline dehydrogenase	4551	2924	1977
