locusId	sysName	desc	comb
EKN05_012065	EKN05_012065	hydroxylamine reductase	EKN05_012065 hydroxylamine reductase
EKN05_012070	EKN05_012070	NADH oxidoreductase	EKN05_012070 NADH oxidoreductase
EKN05_012075	EKN05_012075	ubiquinone-dependent pyruvate dehydrogenase	EKN05_012075 ubiquinone-dependent pyruvate dehydrogenase
EKN05_012080	EKN05_012080	low-specificity L-threonine aldolase	EKN05_012080 low-specificity L-threonine aldolase
EKN05_012085	EKN05_012085	SDR family oxidoreductase	EKN05_012085 SDR family oxidoreductase
EKN05_012090	EKN05_012090	NAD(P)-dependent oxidoreductase	EKN05_012090 NAD(P)-dependent oxidoreductase
EKN05_012095	EKN05_012095	N-acetylmuramoyl-L-alanine amidase	EKN05_012095 N-acetylmuramoyl-L-alanine amidase
EKN05_012130	EKN05_012130	lipoprotein	EKN05_012130 lipoprotein
EKN05_012135	EKN05_012135	arginine ABC transporter ATP-binding protein ArtP	EKN05_012135 arginine ABC transporter ATP-binding protein ArtP
EKN05_012140	EKN05_012140	arginine ABC transporter substrate-binding protein	EKN05_012140 arginine ABC transporter substrate-binding protein
EKN05_012155	EKN05_012155	arginine ABC transporter substrate-binding protein	EKN05_012155 arginine ABC transporter substrate-binding protein
EKN05_012160	EKN05_012160	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	EKN05_012160 23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
EKN05_012165	EKN05_012165	DUF2593 family protein	EKN05_012165 DUF2593 family protein
EKN05_012170	EKN05_012170	putrescine ABC transporter permease PotI	EKN05_012170 putrescine ABC transporter permease PotI
EKN05_012175	EKN05_012175	putrescine ABC transporter permease PotH	EKN05_012175 putrescine ABC transporter permease PotH
EKN05_012180	EKN05_012180	putrescine ABC transporter ATP-binding subunit PotG	EKN05_012180 putrescine ABC transporter ATP-binding subunit PotG
EKN05_012185	EKN05_012185	spermidine/putrescine ABC transporter substrate-binding protein PotF	EKN05_012185 spermidine/putrescine ABC transporter substrate-binding protein PotF
EKN05_012190	EKN05_012190	YbjN domain-containing protein	EKN05_012190 YbjN domain-containing protein
EKN05_012195	EKN05_012195	30S ribosomal protein S6--L-glutamate ligase	EKN05_012195 30S ribosomal protein S6--L-glutamate ligase
EKN05_012200	EKN05_012200	nitroreductase NfsA	EKN05_012200 nitroreductase NfsA
EKN05_012205	EKN05_012205	DUF1418 family protein	EKN05_012205 DUF1418 family protein
EKN05_012210	EKN05_012210	GrxA family glutaredoxin	EKN05_012210 GrxA family glutaredoxin
EKN05_012220	EKN05_012220	transporter	EKN05_012220 transporter
EKN05_012230	EKN05_012230	MFS transporter	EKN05_012230 MFS transporter
EKN05_012235	EKN05_012235	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	EKN05_012235 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
EKN05_012245	EKN05_012245	multidrug efflux MFS transporter MdfA	EKN05_012245 multidrug efflux MFS transporter MdfA
EKN05_012250	EKN05_012250	undecaprenyl-diphosphate phosphatase	EKN05_012250 undecaprenyl-diphosphate phosphatase
EKN05_012255	EKN05_012255	DNA-binding transcriptional repressor DeoR	EKN05_012255 DNA-binding transcriptional repressor DeoR
EKN05_012260	EKN05_012260	hypothetical protein	EKN05_012260 hypothetical protein
EKN05_012270	EKN05_012270	serine-type D-Ala-D-Ala carboxypeptidase	EKN05_012270 serine-type D-Ala-D-Ala carboxypeptidase
EKN05_012275	EKN05_012275	glutathione S-transferase family protein	EKN05_012275 glutathione S-transferase family protein
EKN05_012285	EKN05_012285	PQQ-dependent sugar dehydrogenase	EKN05_012285 PQQ-dependent sugar dehydrogenase
EKN05_012295	EKN05_012295	30S ribosomal protein S12 methylthiotransferase RimO	EKN05_012295 30S ribosomal protein S12 methylthiotransferase RimO
EKN05_012300	EKN05_012300	GGDEF domain-containing protein	EKN05_012300 GGDEF domain-containing protein
EKN05_012315	EKN05_012315	glutathione ABC transporter permease GsiD	EKN05_012315 glutathione ABC transporter permease GsiD
EKN05_012320	EKN05_012320	glutathione ABC transporter permease GsiC	EKN05_012320 glutathione ABC transporter permease GsiC
EKN05_012325	EKN05_012325	glutathione ABC transporter substrate-binding protein GsiB	EKN05_012325 glutathione ABC transporter substrate-binding protein GsiB
EKN05_012330	EKN05_012330	glutathione ABC transporter ATP-binding protein GsiA	EKN05_012330 glutathione ABC transporter ATP-binding protein GsiA
EKN05_012340	EKN05_012340	molybdopterin molybdotransferase MoeA	EKN05_012340 molybdopterin molybdotransferase MoeA
EKN05_012345	EKN05_012345	molybdopterin-synthase adenylyltransferase MoeB	EKN05_012345 molybdopterin-synthase adenylyltransferase MoeB
EKN05_012350	EKN05_012350	fructose-6-phosphate aldolase	EKN05_012350 fructose-6-phosphate aldolase
EKN05_012355	EKN05_012355	glycyl-radical enzyme activating protein	EKN05_012355 glycyl-radical enzyme activating protein
EKN05_012360	EKN05_012360	glycyl radical protein	EKN05_012360 glycyl radical protein
EKN05_012365	EKN05_012365	Cof-type HAD-IIB family hydrolase	EKN05_012365 Cof-type HAD-IIB family hydrolase
EKN05_012370	EKN05_012370	DUF1479 domain-containing protein	EKN05_012370 DUF1479 domain-containing protein
EKN05_012375	EKN05_012375	ABC-F family ATPase	EKN05_012375 ABC-F family ATPase
EKN05_012380	EKN05_012380	L,D-transpeptidase	EKN05_012380 L,D-transpeptidase
EKN05_012390	EKN05_012390	manganese-binding transcriptional regulator MntR	EKN05_012390 manganese-binding transcriptional regulator MntR
EKN05_012395	EKN05_012395	manganase accumulation protein MntS	EKN05_012395 manganase accumulation protein MntS
EKN05_012400	EKN05_012400	phosphoethanolamine transferase	EKN05_012400 phosphoethanolamine transferase
EKN05_012415	EKN05_012415	threonine/homoserine exporter RhtA	EKN05_012415 threonine/homoserine exporter RhtA
EKN05_012425	EKN05_012425	glutamine ABC transporter substrate-binding protein GlnH	EKN05_012425 glutamine ABC transporter substrate-binding protein GlnH
EKN05_012430	EKN05_012430	glutamine ABC transporter permease	EKN05_012430 glutamine ABC transporter permease
EKN05_012440	EKN05_012440	mechanosensitive channel protein	EKN05_012440 mechanosensitive channel protein
EKN05_012445	EKN05_012445	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	EKN05_012445 23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF
EKN05_012450	EKN05_012450	DUF1471 domain-containing protein	EKN05_012450 DUF1471 domain-containing protein
EKN05_012465	EKN05_012465	catecholate siderophore receptor Fiu	EKN05_012465 catecholate siderophore receptor Fiu
EKN05_012470	EKN05_012470	PKHD-type hydroxylase YbiX	EKN05_012470 PKHD-type hydroxylase YbiX
EKN05_012485	EKN05_012485	malate/lactate/ureidoglycolate dehydrogenase	EKN05_012485 malate/lactate/ureidoglycolate dehydrogenase
EKN05_012490	EKN05_012490	DNA-binding protein YbiB	EKN05_012490 DNA-binding protein YbiB
EKN05_012500	EKN05_012500	N-glycosidase YbiA	EKN05_012500 N-glycosidase YbiA
EKN05_012505	EKN05_012505	ATP-dependent RNA helicase RhlE	EKN05_012505 ATP-dependent RNA helicase RhlE
EKN05_012510	EKN05_012510	DNA-binding transcriptional regulator CecR	EKN05_012510 DNA-binding transcriptional regulator CecR
EKN05_012515	EKN05_012515	secretion protein HlyD	EKN05_012515 secretion protein HlyD
EKN05_012520	EKN05_012520	ABC transporter ATP-binding protein	EKN05_012520 ABC transporter ATP-binding protein
EKN05_012525	EKN05_012525	ABC transporter permease	EKN05_012525 ABC transporter permease
EKN05_012530	EKN05_012530	ABC transporter permease	EKN05_012530 ABC transporter permease
EKN05_012535	EKN05_012535	hypothetical protein	EKN05_012535 hypothetical protein
EKN05_012540	EKN05_012540	endonuclease/exonuclease/phosphatase family protein	EKN05_012540 endonuclease/exonuclease/phosphatase family protein
EKN05_012545	EKN05_012545	cardiolipin synthase ClsB	EKN05_012545 cardiolipin synthase ClsB
EKN05_012550	EKN05_012550	UPF0104 family protein	EKN05_012550 UPF0104 family protein
EKN05_012555	EKN05_012555	Bax inhibitor-1/YccA family protein	EKN05_012555 Bax inhibitor-1/YccA family protein
EKN05_012560	EKN05_012560	Bax inhibitor-1/YccA family protein	EKN05_012560 Bax inhibitor-1/YccA family protein
EKN05_012575	EKN05_012575	cyclic pyranopterin monophosphate synthase MoaC	EKN05_012575 cyclic pyranopterin monophosphate synthase MoaC
EKN05_012580	EKN05_012580	molybdenum cofactor biosynthesis protein B	EKN05_012580 molybdenum cofactor biosynthesis protein B
EKN05_012585	EKN05_012585	GTP 3',8-cyclase MoaA	EKN05_012585 GTP 3',8-cyclase MoaA
EKN05_012590	EKN05_012590	uridine diphosphate-N-acetylglucosamine-binding protein YvcK	EKN05_012590 uridine diphosphate-N-acetylglucosamine-binding protein YvcK
EKN05_012595	EKN05_012595	excinuclease ABC subunit B	EKN05_012595 excinuclease ABC subunit B
EKN05_012600	EKN05_012600	ATP-dependent dethiobiotin synthetase BioD	EKN05_012600 ATP-dependent dethiobiotin synthetase BioD
EKN05_012605	EKN05_012605	malonyl-ACP O-methyltransferase BioC	EKN05_012605 malonyl-ACP O-methyltransferase BioC
EKN05_012610	EKN05_012610	8-amino-7-oxononanoate synthase	EKN05_012610 8-amino-7-oxononanoate synthase
EKN05_012615	EKN05_012615	biotin synthase	EKN05_012615 biotin synthase
EKN05_012620	EKN05_012620	adenosylmethionine--8-amino-7-oxononanoate transaminase	EKN05_012620 adenosylmethionine--8-amino-7-oxononanoate transaminase
EKN05_012625	EKN05_012625	kinase inhibitor	EKN05_012625 kinase inhibitor
EKN05_012630	EKN05_012630	putative acyl-CoA thioester hydrolase	EKN05_012630 putative acyl-CoA thioester hydrolase
EKN05_012635	EKN05_012635	hydratase	EKN05_012635 hydratase
EKN05_012640	EKN05_012640	anion permease	EKN05_012640 anion permease
EKN05_012675	EKN05_012675	DUF4376 domain-containing protein	EKN05_012675 DUF4376 domain-containing protein
EKN05_012730	EKN05_012730	hypothetical protein	EKN05_012730 hypothetical protein
EKN05_012735	EKN05_012735	hypothetical protein	EKN05_012735 hypothetical protein
EKN05_012740	EKN05_012740	hypothetical protein	EKN05_012740 hypothetical protein
EKN05_012755	EKN05_012755	epoxyqueuosine reductase QueH	EKN05_012755 epoxyqueuosine reductase QueH
EKN05_012765	EKN05_012765	hypothetical protein	EKN05_012765 hypothetical protein
EKN05_012770	EKN05_012770	DUF1367 family protein	EKN05_012770 DUF1367 family protein
EKN05_012780	EKN05_012780	DUF1133 family protein	EKN05_012780 DUF1133 family protein
EKN05_012825	EKN05_012825	lysozyme	EKN05_012825 lysozyme
EKN05_012850	EKN05_012850	lysis protein	EKN05_012850 lysis protein
EKN05_012865	EKN05_012865	DedA family protein	EKN05_012865 DedA family protein
EKN05_012870	EKN05_012870	hypothetical protein	EKN05_012870 hypothetical protein
EKN05_012875	EKN05_012875	PBSX family phage terminase large subunit	EKN05_012875 PBSX family phage terminase large subunit
EKN05_012885	EKN05_012885	PBSX family phage terminase large subunit	EKN05_012885 PBSX family phage terminase large subunit
EKN05_012890	EKN05_012890	DUF1073 domain-containing protein	EKN05_012890 DUF1073 domain-containing protein
EKN05_012895	EKN05_012895	phage head morphogenesis protein	EKN05_012895 phage head morphogenesis protein
EKN05_012900	EKN05_012900	DUF2213 domain-containing protein	EKN05_012900 DUF2213 domain-containing protein
EKN05_012905	EKN05_012905	hypothetical protein	EKN05_012905 hypothetical protein
EKN05_012910	EKN05_012910	DUF2184 domain-containing protein	EKN05_012910 DUF2184 domain-containing protein
EKN05_012915	EKN05_012915	hypothetical protein	EKN05_012915 hypothetical protein
EKN05_012925	EKN05_012925	transposase	EKN05_012925 transposase
EKN05_012930	EKN05_012930	transcriptional regulator	EKN05_012930 transcriptional regulator
EKN05_012935	EKN05_012935	DNA-binding protein	EKN05_012935 DNA-binding protein
EKN05_012940	EKN05_012940	response regulator	EKN05_012940 response regulator
EKN05_012945	EKN05_012945	anaerobic C4-dicarboxylate transporter DcuC	EKN05_012945 anaerobic C4-dicarboxylate transporter DcuC
EKN05_012950	EKN05_012950	phospholipid:lipid A palmitoyltransferase	EKN05_012950 phospholipid:lipid A palmitoyltransferase
EKN05_014295	EKN05_014295	inosine/guanosine kinase	EKN05_014295 inosine/guanosine kinase
EKN05_014300	EKN05_014300	acetyl esterase	EKN05_014300 acetyl esterase
EKN05_014315	EKN05_014315	molecular chaperone HtpG	EKN05_014315 molecular chaperone HtpG
EKN05_014320	EKN05_014320	recombination protein RecR	EKN05_014320 recombination protein RecR
EKN05_014340	EKN05_014340	DUF454 family protein	EKN05_014340 DUF454 family protein
EKN05_014345	EKN05_014345	primosomal replication protein N''	EKN05_014345 primosomal replication protein N''
EKN05_014355	EKN05_014355	mechanosensitive channel MscK	EKN05_014355 mechanosensitive channel MscK
EKN05_014360	EKN05_014360	multidrug efflux transporter transcriptional repressor AcrR	EKN05_014360 multidrug efflux transporter transcriptional repressor AcrR
EKN05_014365	EKN05_014365	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	EKN05_014365 multidrug efflux RND transporter periplasmic adaptor subunit AcrA
EKN05_014370	EKN05_014370	multidrug efflux RND transporter permease subunit	EKN05_014370 multidrug efflux RND transporter permease subunit
EKN05_014375	EKN05_014375	Hha toxicity modulator TomB	EKN05_014375 Hha toxicity modulator TomB
EKN05_014385	EKN05_014385	maltose O-acetyltransferase	EKN05_014385 maltose O-acetyltransferase
EKN05_014390	EKN05_014390	hypothetical protein	EKN05_014390 hypothetical protein
EKN05_014395	EKN05_014395	cyclic-guanylate-specific phosphodiesterase PdeB	EKN05_014395 cyclic-guanylate-specific phosphodiesterase PdeB
EKN05_014410	EKN05_014410	DNA base-flipping protein	EKN05_014410 DNA base-flipping protein
EKN05_014420	EKN05_014420	hypothetical protein	EKN05_014420 hypothetical protein
EKN05_014425	EKN05_014425	acyl-CoA thioesterase II	EKN05_014425 acyl-CoA thioesterase II
EKN05_014430	EKN05_014430	ammonium transporter AmtB	EKN05_014430 ammonium transporter AmtB
EKN05_014440	EKN05_014440	SmdB family multidrug efflux ABC transporter permease/ATP-binding protein	EKN05_014440 SmdB family multidrug efflux ABC transporter permease/ATP-binding protein
EKN05_014445	EKN05_014445	SmdA family multidrug ABC transporter permease/ATP-binding protein	EKN05_014445 SmdA family multidrug ABC transporter permease/ATP-binding protein
EKN05_014450	EKN05_014450	Lrp/AsnC family transcriptional regulator	EKN05_014450 Lrp/AsnC family transcriptional regulator
EKN05_014455	EKN05_014455	HMP-PP phosphatase	EKN05_014455 HMP-PP phosphatase
EKN05_014460	EKN05_014460	SgrR family transcriptional regulator	EKN05_014460 SgrR family transcriptional regulator
EKN05_014465	EKN05_014465	7-cyano-7-deazaguanine synthase QueC	EKN05_014465 7-cyano-7-deazaguanine synthase QueC
EKN05_014475	EKN05_014475	hypothetical protein	EKN05_014475 hypothetical protein
EKN05_014480	EKN05_014480	peptidylprolyl isomerase	EKN05_014480 peptidylprolyl isomerase
EKN05_014485	EKN05_014485	DNA-binding protein HU-beta	EKN05_014485 DNA-binding protein HU-beta
EKN05_014490	EKN05_014490	endopeptidase La	EKN05_014490 endopeptidase La
EKN05_014495	EKN05_014495	ATP-dependent Clp protease ATP-binding subunit ClpX	EKN05_014495 ATP-dependent Clp protease ATP-binding subunit ClpX
EKN05_014505	EKN05_014505	trigger factor	EKN05_014505 trigger factor
EKN05_014510	EKN05_014510	transcriptional regulator BolA	EKN05_014510 transcriptional regulator BolA
EKN05_014515	EKN05_014515	hypothetical protein	EKN05_014515 hypothetical protein
EKN05_014520	EKN05_014520	muropeptide MFS transporter AmpG	EKN05_014520 muropeptide MFS transporter AmpG
EKN05_014545	EKN05_014545	cytochrome o ubiquinol oxidase subunit II	EKN05_014545 cytochrome o ubiquinol oxidase subunit II
EKN05_014550	EKN05_014550	cytochrome o ubiquinol oxidase subunit I	EKN05_014550 cytochrome o ubiquinol oxidase subunit I
EKN05_014555	EKN05_014555	cytochrome o ubiquinol oxidase subunit III	EKN05_014555 cytochrome o ubiquinol oxidase subunit III
EKN05_014565	EKN05_014565	protoheme IX farnesyltransferase	EKN05_014565 protoheme IX farnesyltransferase
EKN05_014580	EKN05_014580	GNAT family N-acetyltransferase	EKN05_014580 GNAT family N-acetyltransferase
EKN05_014585	EKN05_014585	sel1 repeat family protein	EKN05_014585 sel1 repeat family protein
EKN05_014595	EKN05_014595	sel1 repeat family protein	EKN05_014595 sel1 repeat family protein
EKN05_014600	EKN05_014600	MFS transporter	EKN05_014600 MFS transporter
EKN05_014605	EKN05_014605	hypothetical protein	EKN05_014605 hypothetical protein
EKN05_014610	EKN05_014610	hypothetical protein	EKN05_014610 hypothetical protein
EKN05_014620	EKN05_014620	2-dehydropantoate 2-reductase	EKN05_014620 2-dehydropantoate 2-reductase
EKN05_014630	EKN05_014630	tRNA 4-thiouridine(8) synthase ThiI	EKN05_014630 tRNA 4-thiouridine(8) synthase ThiI
EKN05_014865	EKN05_014865	peptide antibiotic transporter SbmA	EKN05_014865 peptide antibiotic transporter SbmA
EKN05_014870	EKN05_014870	D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH	EKN05_014870 D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH
EKN05_014875	EKN05_014875	transcriptional regulator	EKN05_014875 transcriptional regulator
EKN05_014880	EKN05_014880	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_014880 autotransporter outer membrane beta-barrel domain-containing protein
EKN05_014895	EKN05_014895	hypothetical protein	EKN05_014895 hypothetical protein
EKN05_014905	EKN05_014905	taurine dioxygenase	EKN05_014905 taurine dioxygenase
EKN05_014910	EKN05_014910	taurine ABC transporter permease TauC	EKN05_014910 taurine ABC transporter permease TauC
EKN05_014915	EKN05_014915	taurine ABC transporter ATP-binding subunit	EKN05_014915 taurine ABC transporter ATP-binding subunit
EKN05_014920	EKN05_014920	taurine ABC transporter substrate-binding protein	EKN05_014920 taurine ABC transporter substrate-binding protein
EKN05_014935	EKN05_014935	transposase	EKN05_014935 transposase
EKN05_014945	EKN05_014945	choline BCCT transporter BetT	EKN05_014945 choline BCCT transporter BetT
EKN05_014950	EKN05_014950	transcriptional regulator BetI	EKN05_014950 transcriptional regulator BetI
EKN05_014955	EKN05_014955	betaine-aldehyde dehydrogenase	EKN05_014955 betaine-aldehyde dehydrogenase
EKN05_014960	EKN05_014960	choline dehydrogenase	EKN05_014960 choline dehydrogenase
EKN05_014970	EKN05_014970	lactate utilization protein C	EKN05_014970 lactate utilization protein C
EKN05_014975	EKN05_014975	iron-sulfur cluster-binding protein	EKN05_014975 iron-sulfur cluster-binding protein
EKN05_014980	EKN05_014980	(Fe-S)-binding protein	EKN05_014980 (Fe-S)-binding protein
EKN05_014990	EKN05_014990	hypothetical protein	EKN05_014990 hypothetical protein
EKN05_014995	EKN05_014995	hypothetical protein	EKN05_014995 hypothetical protein
EKN05_015000	EKN05_015000	type VI secretion system tip protein VgrG	EKN05_015000 type VI secretion system tip protein VgrG
EKN05_015005	EKN05_015005	DUF1795 domain-containing protein	EKN05_015005 DUF1795 domain-containing protein
EKN05_015010	EKN05_015010	type IV secretion protein Rhs	EKN05_015010 type IV secretion protein Rhs
EKN05_015015	EKN05_015015	RHS repeat protein	EKN05_015015 RHS repeat protein
EKN05_015020	EKN05_015020	type IV secretion protein Rhs	EKN05_015020 type IV secretion protein Rhs
EKN05_015040	EKN05_015040	2-oxoglutaramate amidase	EKN05_015040 2-oxoglutaramate amidase
EKN05_015045	EKN05_015045	C-lysozyme inhibitor	EKN05_015045 C-lysozyme inhibitor
EKN05_015050	EKN05_015050	acyl-CoA dehydrogenase	EKN05_015050 acyl-CoA dehydrogenase
EKN05_015060	EKN05_015060	class II glutamine amidotransferase	EKN05_015060 class II glutamine amidotransferase
EKN05_015065	EKN05_015065	murein L,D-transpeptidase	EKN05_015065 murein L,D-transpeptidase
EKN05_015070	EKN05_015070	peptidoglycan endopeptidase	EKN05_015070 peptidoglycan endopeptidase
EKN05_015075	EKN05_015075	transposase	EKN05_015075 transposase
EKN05_015080	EKN05_015080	flagellar type III secretion system protein FlhA	EKN05_015080 flagellar type III secretion system protein FlhA
EKN05_015085	EKN05_015085	putative lateral flagellar export/assembly protein LafU	EKN05_015085 putative lateral flagellar export/assembly protein LafU
EKN05_015090	EKN05_015090	DNA polymerase IV	EKN05_015090 DNA polymerase IV
EKN05_015100	EKN05_015100	type II toxin-antitoxin system YafO family toxin	EKN05_015100 type II toxin-antitoxin system YafO family toxin
EKN05_015105	EKN05_015105	GNAT family N-acetyltransferase	EKN05_015105 GNAT family N-acetyltransferase
EKN05_015130	EKN05_015130	esterase FrsA	EKN05_015130 esterase FrsA
EKN05_015175	EKN05_015175	DNA-binding protein	EKN05_015175 DNA-binding protein
EKN05_015180	EKN05_015180	lysis protein	EKN05_015180 lysis protein
EKN05_015190	EKN05_015190	phage holin, lambda family	EKN05_015190 phage holin, lambda family
EKN05_015215	EKN05_015215	DNA-binding protein	EKN05_015215 DNA-binding protein
EKN05_015225	EKN05_015225	hypothetical protein	EKN05_015225 hypothetical protein
EKN05_015240	EKN05_015240	helicase DnaB	EKN05_015240 helicase DnaB
EKN05_015245	EKN05_015245	DNA replication protein	EKN05_015245 DNA replication protein
EKN05_015260	EKN05_015260	XRE family transcriptional regulator	EKN05_015260 XRE family transcriptional regulator
EKN05_015270	EKN05_015270	hypothetical protein	EKN05_015270 hypothetical protein
EKN05_015445	EKN05_015445	phage tail protein	EKN05_015445 phage tail protein
EKN05_015455	EKN05_015455	hypothetical protein	EKN05_015455 hypothetical protein
EKN05_015460	EKN05_015460	hypothetical protein	EKN05_015460 hypothetical protein
EKN05_015485	EKN05_015485	HK97 family phage prohead protease	EKN05_015485 HK97 family phage prohead protease
EKN05_015490	EKN05_015490	phage portal protein	EKN05_015490 phage portal protein
EKN05_015495	EKN05_015495	hypothetical protein	EKN05_015495 hypothetical protein
EKN05_015500	EKN05_015500	terminase large subunit	EKN05_015500 terminase large subunit
EKN05_015515	EKN05_015515	lytic transglycosylase domain-containing protein	EKN05_015515 lytic transglycosylase domain-containing protein
EKN05_015520	EKN05_015520	acyltransferase	EKN05_015520 acyltransferase
EKN05_015525	EKN05_015525	DNA transfer protein	EKN05_015525 DNA transfer protein
EKN05_015530	EKN05_015530	DUF2824 family protein	EKN05_015530 DUF2824 family protein
EKN05_015535	EKN05_015535	hypothetical protein	EKN05_015535 hypothetical protein
EKN05_015540	EKN05_015540	hypothetical protein	EKN05_015540 hypothetical protein
EKN05_015545	EKN05_015545	recombinase RmuC	EKN05_015545 recombinase RmuC
EKN05_015555	EKN05_015555	coat protein	EKN05_015555 coat protein
EKN05_015560	EKN05_015560	scaffolding protein	EKN05_015560 scaffolding protein
EKN05_015565	EKN05_015565	portal protein	EKN05_015565 portal protein
EKN05_015570	EKN05_015570	terminase	EKN05_015570 terminase
EKN05_015585	EKN05_015585	hypothetical protein	EKN05_015585 hypothetical protein
EKN05_015590	EKN05_015590	hypothetical protein	EKN05_015590 hypothetical protein
EKN05_015595	EKN05_015595	hypothetical protein	EKN05_015595 hypothetical protein
EKN05_015605	EKN05_015605	DUF1327 domain-containing protein	EKN05_015605 DUF1327 domain-containing protein
EKN05_015610	EKN05_015610	lysozyme	EKN05_015610 lysozyme
EKN05_015660	EKN05_015660	cytoplasmic protein	EKN05_015660 cytoplasmic protein
EKN05_015675	EKN05_015675	ribonuclease HI	EKN05_015675 ribonuclease HI
EKN05_015680	EKN05_015680	SAM-dependent methyltransferase	EKN05_015680 SAM-dependent methyltransferase
EKN05_015685	EKN05_015685	hydroxyacylglutathione hydrolase	EKN05_015685 hydroxyacylglutathione hydrolase
EKN05_015690	EKN05_015690	murein transglycosylase D	EKN05_015690 murein transglycosylase D
EKN05_015695	EKN05_015695	class I SAM-dependent methyltransferase	EKN05_015695 class I SAM-dependent methyltransferase
EKN05_015700	EKN05_015700	endonuclease/exonuclease/phosphatase family protein	EKN05_015700 endonuclease/exonuclease/phosphatase family protein
EKN05_015705	EKN05_015705	LysR family transcriptional regulator	EKN05_015705 LysR family transcriptional regulator
EKN05_015715	EKN05_015715	2,5-didehydrogluconate reductase DkgB	EKN05_015715 2,5-didehydrogluconate reductase DkgB
EKN05_015745	EKN05_015745	16S ribosomal RNA	EKN05_015745 16S ribosomal RNA
EKN05_015755	EKN05_015755	methionine ABC transporter ATP-binding protein MetN	EKN05_015755 methionine ABC transporter ATP-binding protein MetN
EKN05_015765	EKN05_015765	methionine ABC transporter substrate-binding protein MetQ	EKN05_015765 methionine ABC transporter substrate-binding protein MetQ
EKN05_015770	EKN05_015770	Rcs stress response system protein RcsF	EKN05_015770 Rcs stress response system protein RcsF
EKN05_015785	EKN05_015785	YaeF family permuted papain-like enzyme	EKN05_015785 YaeF family permuted papain-like enzyme
EKN05_015790	EKN05_015790	envelope stress response activation lipoprotein NlpE	EKN05_015790 envelope stress response activation lipoprotein NlpE
EKN05_015795	EKN05_015795	aminoacyl-tRNA hydrolase	EKN05_015795 aminoacyl-tRNA hydrolase
EKN05_015800	EKN05_015800	YaeQ family protein	EKN05_015800 YaeQ family protein
EKN05_015820	EKN05_015820	VOC family protein	EKN05_015820 VOC family protein
EKN05_015825	EKN05_015825	lysine decarboxylase LdcC	EKN05_015825 lysine decarboxylase LdcC
EKN05_015930	EKN05_015930	DUF3461 family protein	EKN05_015930 DUF3461 family protein
EKN05_015940	EKN05_015940	serine endoprotease DegP	EKN05_015940 serine endoprotease DegP
EKN05_015945	EKN05_015945	dGTPase	EKN05_015945 dGTPase
EKN05_015955	EKN05_015955	vitamin B12 ABC transporter substrate-binding protein BtuF	EKN05_015955 vitamin B12 ABC transporter substrate-binding protein BtuF
EKN05_015960	EKN05_015960	TRIC cation channel family protein	EKN05_015960 TRIC cation channel family protein
EKN05_015975	EKN05_015975	H(+)/Cl(-) exchange transporter ClcA	EKN05_015975 H(+)/Cl(-) exchange transporter ClcA
EKN05_015985	EKN05_015985	Fe(3+)-hydroxamate ABC transporter permease FhuB	EKN05_015985 Fe(3+)-hydroxamate ABC transporter permease FhuB
EKN05_016000	EKN05_016000	ferrichrome porin FhuA	EKN05_016000 ferrichrome porin FhuA
EKN05_016005	EKN05_016005	bifunctional glycosyl transferase/transpeptidase	EKN05_016005 bifunctional glycosyl transferase/transpeptidase
EKN05_016010	EKN05_016010	ATP-dependent helicase HrpB	EKN05_016010 ATP-dependent helicase HrpB
EKN05_016015	EKN05_016015	RNA 2',3'-cyclic phosphodiesterase	EKN05_016015 RNA 2',3'-cyclic phosphodiesterase
EKN05_016030	EKN05_016030	tRNA glutamyl-Q(34) synthetase GluQRS	EKN05_016030 tRNA glutamyl-Q(34) synthetase GluQRS
EKN05_016035	EKN05_016035	polynucleotide adenylyltransferase PcnB	EKN05_016035 polynucleotide adenylyltransferase PcnB
EKN05_016050	EKN05_016050	fimbrial-like adhesin	EKN05_016050 fimbrial-like adhesin
EKN05_016055	EKN05_016055	3-methyl-2-oxobutanoate hydroxymethyltransferase	EKN05_016055 3-methyl-2-oxobutanoate hydroxymethyltransferase
EKN05_016060	EKN05_016060	pantoate--beta-alanine ligase	EKN05_016060 pantoate--beta-alanine ligase
EKN05_016065	EKN05_016065	Rpn family recombination-promoting nuclease/putative transposase	EKN05_016065 Rpn family recombination-promoting nuclease/putative transposase
EKN05_016070	EKN05_016070	aspartate 1-decarboxylase	EKN05_016070 aspartate 1-decarboxylase
EKN05_016075	EKN05_016075	polysaccharide deacetylase family protein	EKN05_016075 polysaccharide deacetylase family protein
EKN05_016080	EKN05_016080	PTS sugar transporter subunit IIA	EKN05_016080 PTS sugar transporter subunit IIA
EKN05_016085	EKN05_016085	ABC transporter permease	EKN05_016085 ABC transporter permease
